Generation,AgentID,Score,Lines,Level,Time,W1_AggHeight,W2_Holes,W3_Blockades,W4:Bumpiness,W5:AlmostFull,W6_FillsWell,W7:ClearBonus4,W8:ClearBonus3,W9:ClearBonus2,W10:ClearBonus1,Num1Line,Num2Line,Num3Line,NumTetris
0,0,360,9,1,118,2.492178076532973,0.07865529271721315,14.117184497794186,11.524956508884292,11.550378089479988,1.8517428983348567,18.551117262795902,10.79645137141517,6.765253429945934,12.272241073937902,9,0,0,0
0,1,1100,27,1,193,6.416075582934083,10.552751481697058,14.597295376499304,18.27320681085983,1.4063314162357152,0.8596908282031439,0.8455058259941588,12.275554265419588,14.823029496404493,10.254658243702869,25,1,0,0
0,2,11560,185,1,360,19.42285653778443,15.03716164005854,6.577978616652699,8.714785174573707,10.568945923112175,3.3125695939630795,18.87271653955135,17.728552833942224,6.775562681233308,12.855581186966335,114,25,3,3
0,3,1400,32,1,201,1.86632351197764,18.84239993813784,13.206043404690156,2.8337744454012577,6.595440517599131,19.48377082246485,3.44117594493801,5.732083587601285,19.954342579886852,8.756210138276485,20,6,0,0
0,4,680,15,1,164,18.002309438438637,6.976601492779445,1.1002701188152448,7.637781166241012,16.871499649782162,10.58304977726987,9.74958855205381,7.05865278533027,17.438601205681497,7.729967943969755,7,4,0,0
0,5,10380,184,1,360,3.2003806089867046,8.386631991036882,12.675008192640112,1.0849171401633866,2.1206857827383967,4.299090514603535,11.037982543013586,15.39104122826201,14.627075462338436,10.24896733039167,127,20,3,2
0,6,1360,33,1,205,16.37795815864532,7.601635105537565,8.618201988062232,19.958947558214106,6.18900778792957,17.660141426359488,0.7760634718674748,5.664853358461121,17.864166792838812,8.818228153378305,29,2,0,0
0,7,280,6,1,129,1.6030951680624315,19.95180246547154,14.653726775006447,7.920614144150674,17.48269495504602,8.173868366952936,7.054199576841019,17.228424945718338,5.472857959860343,5.99462376084946,2,2,0,0
0,8,520,8,1,133,9.6744311382516,10.77406008746082,4.742641635137954,9.32215672701167,18.645613122641667,15.461313685345544,17.657031732953214,9.059306073713248,6.02338364457167,10.453758090378736,3,1,1,0
0,9,560,14,1,168,7.624330574911212,4.874751163534173,3.520206255353588,18.442226639922236,11.478760561483286,15.252143478319914,5.8016652147442125,15.948935397090034,6.557100839649271,10.722317509070184,14,0,0,0
1,0,4420,78,1,360,3.2003806089867046,8.386631991036882,12.675008192640112,1.0849171401633866,2.1206857827383967,4.299090514603535,11.037982543013586,15.39104122826201,14.627075462338436,10.24896733039167,48,13,0,1
1,1,4320,65,1,360,19.42285653778443,15.03716164005854,6.577978616652699,8.714785174573707,10.568945923112175,3.3125695939630795,18.87271653955135,17.728552833942224,6.775562681233308,12.855581186966335,38,7,3,1
1,2,3420,75,1,360,18.113998265382975,5.887703916157942,14.121477734357779,7.213974138208532,8.783127599055074,9.420082248578225,10.923646097071844,15.800729769794266,12.310388232189306,10.519584005696448,48,12,1,0
1,3,3100,71,1,360,13.684798120661995,18.323897275313747,11.901469125839297,15.422733584536068,3.9069323590931173,1.1879962286341559,5.210184765396897,16.501475725537404,11.224916249354248,11.483595512140724,60,4,1,0
1,4,3040,73,1,360,18.569256995016712,7.586659156633479,7.990056603491291,11.316059653224197,6.473003061281283,17.633524576149238,1.3745707285097348,14.569233059598401,17.23994934047665,8.818228153378305,61,6,0,0
1,5,120,3,1,86,15.74895469656073,12.892310656789839,12.299404634674119,2.6676213317616,10.568945923112175,3.8484190439531716,9.389741315749774,16.8707726561585,0.9177433149403316,10.603604656577124,3,0,0,0
1,6,200,5,1,110,18.25491194051496,15.290304302395793,7.018909206317604,8.323552196085057,18.452774444291812,4.713920045627759,7.655382953834006,7.549185236061985,7.695221393861585,15.623593519397037,5,0,0,0
1,7,3380,76,1,360,7.158297430703724,8.701965104777015,13.35500950076069,3.547693526922922,2.540405613317613,3.798399478312213,9.449014150380702,14.937503826910952,12.697893220833675,10.249795785803379,57,8,1,0
1,8,4060,78,1,360,14.94679682631739,11.462355815383605,10.608442026129289,4.686276709246713,5.49501638425031,19.376955868882554,14.756702561464285,16.494365656809663,11.45557804027705,11.47177798969637,44,11,4,0
1,9,1320,32,1,221,9.060394284370249,9.739271066905028,11.506844506786267,15.878177651744432,3.835710902333946,3.0715002029695118,2.947433813663006,1.5003435466388881,8.425236605016131,9.680357356264441,28,2,0,0
2,0,4120,69,1,360,3.2003806089867046,8.386631991036882,12.675008192640112,1.0849171401633866,2.1206857827383967,4.299090514603535,11.037982543013586,15.39104122826201,14.627075462338436,10.24896733039167,48,7,1,1
2,1,3940,68,1,360,19.42285653778443,15.03716164005854,6.577978616652699,8.714785174573707,10.568945923112175,3.3125695939630795,18.87271653955135,17.728552833942224,6.775562681233308,12.855581186966335,46,9,0,1
2,2,780,14,1,156,18.495890422963342,8.444308398874862,12.770815600916576,5.1070369105402955,16.691488480739764,13.750933934953476,11.031419100769046,15.595410004635385,12.551080324206483,10.39634192540154,7,2,1,0
2,3,3080,68,1,360,14.519702449081501,18.156608970218194,11.443589364350082,6.6996918368341625,4.41345302505732,5.0875658583759735,9.068987662603288,16.49515834762213,17.05311684288253,11.461845909525614,47,9,1,0
2,4,2860,68,1,360,19.42285653778443,16.778048872766583,9.318915545446867,10.750647087248737,3.2714006224047742,2.4211026640234086,5.494467602388379,16.501475725537404,9.163006284486064,11.944948834530122,54,7,0,0
2,5,2720,65,1,360,15.401661032584034,14.067229794803147,9.760203083390696,19.709191408860267,4.656095563034182,1.1879962286341559,5.210184765396897,15.006220573994511,11.890617723647631,11.560335142170706,53,6,0,0
2,6,180,4,1,85,7.854122555513281,1.6480691517412323,7.261033206547106,9.88719407591949,19.437512974612307,10.43857366032463,10.408461078964132,16.367187283853188,11.90702839027968,10.90262069447221,2,1,0,0
2,7,3880,64,1,360,4.104724922402601,15.03716164005854,6.648330495589418,9.309633981234485,10.568945923112176,3.312569593963079,19.447331708467757,17.728552833942224,6.9128110394495055,12.855581186966333,47,5,1,1
2,8,2680,64,1,360,12.790630526472503,18.439978236667248,11.901469125839295,15.351936131607264,2.142362098021581,1.1221708651355116,5.285365471593577,7.680417426065154,11.298097067846532,11.276725013254655,52,6,0,0
2,9,3020,71,1,360,14.668587194899843,11.948437251614369,3.0320559083556047,6.164599329320187,6.6065099432135,3.933033870546348,14.221707019781949,16.351048009854946,9.518722877883036,11.569512059697168,53,9,0,0
3,0,2580,56,1,360,3.2003806089867046,8.386631991036882,12.675008192640112,1.0849171401633866,2.1206857827383967,4.299090514603535,11.037982543013586,15.39104122826201,14.627075462338436,10.24896733039167,37,8,1,0
3,1,2860,44,1,358,19.42285653778443,15.03716164005854,6.577978616652699,8.714785174573707,10.568945923112175,3.3125695939630795,18.87271653955135,17.728552833942224,6.775562681233308,12.855581186966335,34,3,0,1
3,2,1960,48,1,360,12.967211117419529,18.298192756822594,11.25561942495188,18.487280045181866,2.142362098021581,0.9172326670964498,5.213309464787774,7.155954075511353,11.634465055827242,11.428363949624966,44,2,0,0
3,3,1900,44,1,335,19.411616940195394,10.749956962324264,10.08988082190333,1.4031685261541442,1.663258439710408,6.481075500902082,18.34448028114902,16.546491036541134,12.612796606499364,9.611019995131716,30,7,0,0
3,4,2700,56,1,360,14.149836207915763,6.262561230406744,9.655063056029121,2.207426468101369,2.183832639414641,4.299090514603535,12.391739829359857,16.377331484395505,10.157034144326651,11.100866284541418,40,5,2,0
3,5,2260,54,1,360,5.396871883341734,15.992800423324837,10.956074447949932,10.29337522196455,3.4896656247222757,1.1156634567984225,10.45573639454849,7.749491697726502,1.6217934027593905,11.645837966340972,44,5,0,0
3,6,2440,50,1,360,9.651461702637361,15.5813200069504,9.20215633630472,10.47745181723657,17.37699956846522,4.26141914757944,14.08271394699541,16.904693753188,12.324511489804218,12.11331528140021,36,4,2,0
3,7,2140,53,1,360,17.075995631311333,2.2007718815644197,8.177434252043478,7.555068573603065,8.803497128219014,3.537407523874262,16.619279514917093,17.061144960658734,0.3156359545012654,12.232474359231635,51,1,0,0
3,8,2380,56,1,360,11.226624013634783,11.677052637500593,9.658437624928997,4.931567598993799,6.300552809821213,9.792123761221522,14.91599749289695,16.08046187268361,10.745912048923374,17.661205360474987,42,7,0,0
3,9,3520,55,1,360,11.19423210783557,11.677052637500593,12.54241411368533,4.85987592316955,6.300552809821213,3.8883408070871734,14.88658660532985,14.913483640328616,10.897886527746161,11.516852141378981,38,5,1,1
4,0,5820,60,1,360,11.19423210783557,11.677052637500593,12.54241411368533,4.85987592316955,6.300552809821213,3.8883408070871734,14.88658660532985,14.913483640328616,10.897886527746161,11.516852141378981,33,6,1,3
4,1,2780,61,1,360,14.149836207915763,6.262561230406744,9.655063056029121,2.207426468101369,2.183832639414641,4.299090514603535,12.391739829359857,16.377331484395505,10.157034144326651,11.100866284541418,42,8,1,0
4,2,380,9,1,136,19.46372729786762,13.865284989907225,9.802695531796976,5.0148227017727915,10.568945923112175,3.3312034132615085,1.2590322534578686,16.982600184058775,8.563727860303892,12.024680498940072,7,1,0,0
4,3,2460,60,1,360,5.1554096545626855,11.049412329826179,10.472709611270554,2.292097868575917,2.210412250800611,3.9939960588819106,6.381153114359408,14.083463217660269,12.861656284551733,11.315613710169549,54,3,0,0
4,4,2600,61,1,360,19.967280117921266,14.68557866037735,11.212931214558868,9.579918493570842,4.918201721782009,9.700170512224554,12.537454363432298,15.07055462575424,8.185260024409498,12.325226334433424,45,8,0,0
4,5,2440,59,1,360,1.687565728172648,15.992800423324837,10.139444197250075,4.991940048455134,5.626667517624264,16.04186795442608,10.45573639454849,11.269619346015173,3.9263924309019957,15.325070300972037,51,4,0,0
4,6,2480,60,1,360,11.226624013634783,11.677052637500593,9.46232116391243,4.813473787558281,6.300552809821213,10.052402527697888,15.155450143890862,16.12887114158899,10.745912048923374,17.661205360474987,52,4,0,0
4,7,3140,63,1,360,11.076610974896223,11.709703593005356,13.09615266815122,4.85987592316955,6.300552809821213,3.15013885421256,14.943453734851843,14.913483640328618,11.571553612193657,11.516852141378981,46,4,3,0
4,8,3800,57,1,360,8.080428605041305,18.45110840997742,14.256858788414728,3.565358322764328,4.609435115141892,4.194489953899812,13.339682202830403,15.627908865223661,10.512542621839323,11.313831868111595,35,6,2,1
4,9,180,4,1,107,12.702490138889377,8.523471296017224,11.441710851345904,3.636777877634092,14.906929906750916,4.088805598122206,13.561893244740595,18.017705315835077,10.536316414579174,11.313831868111595,2,1,0,0
5,0,1740,37,1,360,11.19423210783557,11.677052637500593,12.54241411368533,4.85987592316955,6.300552809821213,3.8883408070871734,14.88658660532985,14.913483640328616,10.897886527746161,11.516852141378981,26,4,1,0
5,1,4280,29,1,360,8.080428605041305,18.45110840997742,14.256858788414728,3.565358322764328,4.609435115141892,4.194489953899812,13.339682202830403,15.627908865223661,10.512542621839323,11.313831868111595,17,0,0,3
5,2,40,1,1,150,0.6056638125534046,11.099228259744988,11.193997214707576,2.8246687757860967,12.108703443469762,4.002495076092905,7.374181028124831,15.44641220007863,12.651746302990038,11.315613710169549,1,0,0,0
5,3,1720,38,1,360,2.225736921221433,14.127757819455038,12.557866985326765,3.0929619241752775,2.9348185783740437,4.095925783056636,13.339682202830403,14.640723102068897,10.535782371786363,11.959444507568179,33,1,1,0
5,4,1740,38,1,360,14.769229754574472,5.063807628083575,10.139444197250075,5.36544586349868,5.626667517624264,16.04186795442608,10.675339043819298,17.609691157060645,3.9263924309019957,17.541169835906533,31,2,1,0
5,5,1860,36,1,360,10.974946471805259,11.684236588689746,12.881263476996885,4.317143379170665,6.300552809821213,3.15013885421256,14.991049851169022,15.291351287860135,11.067708486967232,12.627375468468326,24,3,2,0
5,6,1640,39,1,360,4.186628531945562,11.377308543188732,11.541895891830137,3.6185833955148214,2.724895710320492,3.939415733257551,10.774965268774455,0.46941232907791,11.83245469719744,11.419571241072838,31,4,0,0
5,7,80,2,1,140,11.166792852272811,12.4270939090863,12.54241411368533,1.7524120503244587,6.233585540689362,3.9172468627631685,14.886586605329848,14.913483640328616,10.383708634834157,11.516852141378981,2,0,0,0
