Generation,AgentID,Score,Lines,Level,Time,W1_AggHeight,W2_Holes,W3_Blockades,W4:Bumpiness,W5:AlmostFull,W6_FillsWell,W7:ClearBonus4,W8:ClearBonus3,W9:ClearBonus2,W10:ClearBonus1,Num1Line,Num2Line,Num3Line,NumTetris
0,0,0,0,1,77,2.492178076532973,0.07865529271721315,14.117184497794186,11.524956508884292,11.550378089479988,1.8517428983348567,18.551117262795902,10.79645137141517,6.765253429945934,12.272241073937902,0,0,0,0
0,1,3280,79,1,283,6.416075582934083,10.552751481697058,14.597295376499304,18.27320681085983,1.4063314162357152,0.8596908282031439,0.8455058259941588,12.275554265419588,14.823029496404493,10.254658243702869,67,6,0,0
0,2,10760,159,1,360,19.42285653778443,15.03716164005854,6.577978616652699,8.714785174573707,10.568945923112175,3.3125695939630795,18.87271653955135,17.728552833942224,6.775562681233308,12.855581186966335,84,17,11,2
0,3,1700,31,1,195,1.86632351197764,18.84239993813784,13.206043404690156,2.8337744454012577,6.595440517599131,19.48377082246485,3.44117594493801,5.732083587601285,19.954342579886852,8.756210138276485,15,5,2,0
0,4,380,9,1,136,18.002309438438637,6.976601492779445,1.1002701188152448,7.637781166241012,16.871499649782162,10.58304977726987,9.74958855205381,7.05865278533027,17.438601205681497,7.729967943969755,7,1,0,0
0,5,9220,159,1,360,3.2003806089867046,8.386631991036882,12.675008192640112,1.0849171401633866,2.1206857827383967,4.299090514603535,11.037982543013586,15.39104122826201,14.627075462338436,10.24896733039167,118,12,3,2
0,6,2340,57,1,256,16.37795815864532,7.601635105537565,8.618201988062232,19.958947558214106,6.18900778792957,17.660141426359488,0.7760634718674748,5.664853358461121,17.864166792838812,8.818228153378305,51,3,0,0
0,7,0,0,1,83,1.6030951680624315,19.95180246547154,14.653726775006447,7.920614144150674,17.48269495504602,8.173868366952936,7.054199576841019,17.228424945718338,5.472857959860343,5.99462376084946,0,0,0,0
0,8,260,6,1,119,9.6744311382516,10.77406008746082,4.742641635137954,9.32215672701167,18.645613122641667,15.461313685345544,17.657031732953214,9.059306073713248,6.02338364457167,10.453758090378736,4,1,0,0
0,9,440,11,1,141,7.624330574911212,4.874751163534173,3.520206255353588,18.442226639922236,11.478760561483286,15.252143478319914,5.8016652147442125,15.948935397090034,6.557100839649271,10.722317509070184,11,0,0,0
