Generation,AgentID,AvgScore,AvgLines,AvgLevel,AvgTime,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,AvgNum1Line,AvgNum2Line,AvgNum3Line,AvgNumTetris
0,0,1965.0,40.25,1.0,182.0,3.898926619011436,19.002059107812578,19.652171573802804,11.031436792469302,9.566820782249021,13.78157454777012,4.147879712930044,6.1703878188398535,7.957156943846764,4.414328058337024,33.5,2.5,0.25,0.25
0,1,3290.0,64.0,1.0,218.5,18.421954100693043,13.626563753420367,12.395569719445952,14.339294847215399,15.597039275976373,4.978098701237921,7.540114021533736,16.202915044897008,5.117124365014868,15.118268149197133,46.0,5.5,2.0,0.25
0,2,80.0,2.0,1.0,89.0,4.565903960784822,2.4799066258530056,8.24927491501302,16.729157169528484,15.81413520360838,7.45174331725502,8.521420625507982,18.016236727393157,9.038300158438775,2.8992432862829554,2.0,0.0,0.0,0.0
0,3,2270.0,54.5,1.0,220.0,6.947994881539771,16.988159614388838,6.452539279649479,16.897994366458427,2.5591713844624437,19.275538106923726,16.637910680948778,17.58548757937982,0.6876001307158567,13.156201527443052,49.25,2.25,0.25,0.0
0,4,240.0,6.0,1.0,110.0,3.6287264446898653,0.2596661552125809,5.668674939863799,11.03432670329924,10.487056277919956,8.200333158728046,4.008395878767096,15.294384534481795,2.918224475379021,11.641710575936655,6.0,0.0,0.0,0.0
0,5,1380.0,32.75,1.0,186.5,13.21812561131592,3.4337678928385373,2.928324638059357,14.548015010539034,11.88301027551269,11.008744556736076,7.004099032472719,2.062868605482442,11.138931216321662,14.229210611466906,29.5,1.25,0.25,0.0
0,6,365.0,5.75,1.0,109.25,18.90963069773566,1.0886584796277636,5.91966336741067,5.677152881091415,13.920943593841553,12.452622968475417,6.379228496860112,17.18296242878662,0.08771885682010647,12.59278813379902,3.5,0.0,0.75,0.0
0,7,1815.0,42.5,1.0,203.5,17.27385298530688,5.447084393716411,8.638926817507592,13.658714516281222,11.182006914146761,17.797207348794945,16.229272373672025,15.49096998766699,7.865849793735385,11.99537646896971,34.75,3.5,0.25,0.0
0,8,1705.0,41.0,1.0,196.75,2.224869780838093,15.73328133504401,7.156058408885637,10.600690513615039,7.1371433607341075,11.19084383423465,13.304337655043216,5.233819457189025,8.444348387773273,4.211674810519772,34.5,3.25,0.0,0.0
0,9,435.0,10.25,1.0,125.25,0.8722500267390759,11.82300871187556,12.288227076249857,13.225586818739908,14.34415777671651,13.990929804214321,8.971911620945379,10.493961967662923,17.123203817825903,2.1368283968700457,7.75,1.25,0.0,0.0
1,0,2620.0,60.75,1.0,253.75,18.421954100693043,13.626563753420367,12.395569719445952,14.339294847215399,15.597039275976373,4.978098701237921,7.540114021533736,16.202915044897008,5.117124365014868,15.118268149197133,49.25,5.0,0.5,0.0
1,1,2485.0,60.75,1.0,256.25,6.947994881539771,16.988159614388838,6.452539279649479,16.897994366458427,2.5591713844624437,19.275538106923726,16.637910680948778,17.58548757937982,0.6876001307158567,13.156201527443052,55.25,2.75,0.0,0.0
1,2,770.0,17.5,1.0,157.75,0.9101353808763505,17.42956947595328,14.871340902008088,9.590331797400832,13.06595705704429,13.968704753926719,5.6358138555920245,10.102305227466568,6.495298642474716,3.479096478946175,14.25,1.25,0.25,0.0
1,3,685.0,16.75,1.0,153.25,3.65195855969647,3.1454283223800013,17.16246784752699,9.17947429404789,3.6196591869069614,7.083299497779178,10.295906416018559,5.24583503954733,8.371245191119344,4.0036503813532915,15.25,0.75,0.0,0.0
1,4,980.0,23.0,1.0,182.75,7.492806886698306,12.504397914387326,9.298616799441689,13.248161397351835,13.914605443012686,12.402436231786254,9.533140336663829,7.593061802182331,14.649416660615016,3.289721556657409,17.0,3.0,0.0,0.0
1,5,725.0,18.0,1.0,165.0,11.61049634037411,5.412273425567637,12.395569719445952,14.339294847215399,15.646464750117234,4.978098701237921,7.540114021533736,15.785996325614402,5.117124365014868,15.118268149197133,17.5,0.25,0.0,0.0
1,6,2370.0,57.25,1.0,245.25,17.94275810487487,10.542905522766569,10.920403809977243,14.082716519083005,7.717774792572323,9.810894060491107,10.89170979644378,12.747842167057492,6.267076600033563,9.421244055868867,49.25,4.0,0.0,0.0
1,7,100.0,1.25,1.0,88.25,8.805787843336425,10.542905522766569,1.191955391809792,1.0778161948909182,5.91660959421797,14.333505562799253,13.367939570378077,15.73712004404586,6.153392007407719,2.031015923368939,0.0,0.25,0.25,0.0
1,8,1835.0,43.5,1.0,228.5,7.020282727957057,17.438134484774956,18.854347323483612,16.897994366458427,2.590703137360229,19.571747500831073,16.637910680948778,17.58548757937982,0.6876001307158567,13.156201527443052,37.75,2.5,0.25,0.0
1,9,2295.0,53.0,1.0,232.25,4.921574346825717,16.390864482082083,6.701615971006978,14.681196158023159,4.523315086411855,6.039766729894927,19.037080421010167,12.244870144393877,4.015573372071126,9.318621064080126,43.0,4.25,0.5,0.0
2,0,2485.0,59.5,1.0,360.0,6.947994881539771,16.988159614388838,6.452539279649479,16.897994366458427,2.5591713844624437,19.275538106923726,16.637910680948778,17.58548757937982,0.6876001307158567,13.156201527443052,49.0,5.25,0.0,0.0
2,1,2380.0,49.0,1.0,330.0,18.421954100693043,13.626563753420367,12.395569719445952,14.339294847215399,15.597039275976373,4.978098701237921,7.540114021533736,16.202915044897008,5.117124365014868,15.118268149197133,43.25,1.25,0.75,0.25
2,2,3555.0,64.25,1.0,360.0,18.593029189128863,19.742304239952222,16.74848039911007,13.833562799977441,12.353908296586331,6.844502448055471,9.739621861361428,15.144206417220873,5.699565539135422,13.892731233298303,45.75,5.25,2.0,0.5
2,3,1075.0,24.75,1.0,211.0,9.26711806213918,8.734806792886175,15.187711735367557,9.17947429404789,15.597039275976373,7.083299497779178,7.2525570026192625,16.202915044897008,8.371245191119344,6.897506369282881,20.0,2.0,0.25,0.0
2,4,1620.0,39.25,1.0,289.0,5.176168034335192,17.42886711369225,13.436100469575033,14.891207231537964,2.87656668857121,8.678586723863278,16.66819216123473,17.190841007191796,0.8117205085207475,11.33565542269807,34.25,2.5,0.0,0.0
2,5,965.0,23.25,1.0,220.75,5.2835649427427445,12.560763937768156,9.371420853274575,14.342434199145224,10.31144147431492,6.039766729894927,15.360604856060684,9.036563937588173,4.048757112855904,5.745505553287046,19.75,1.75,0.0,0.0
2,6,2360.0,56.0,1.0,355.75,12.260608651546987,13.80368044218306,8.36928491188223,15.53766640354063,5.051782361456052,14.751208357219024,13.861375586545092,15.247961876473415,3.3835748341471814,11.293755498371493,47.75,3.75,0.25,0.0
2,7,2745.0,62.75,1.0,360.0,18.632192551093276,10.153137061131389,10.920403809977241,14.082716519083004,4.315040070691426,9.810894060491107,5.224152580456341,19.128195883092648,6.267076600033563,9.46425027141565,50.5,5.0,0.75,0.0
2,8,1345.0,32.0,1.0,267.5,16.45593188828564,0.8697150489814249,8.611388737723221,15.494228374266005,5.051782361456052,14.702270154906614,13.672863862980435,15.247961876473415,3.3767924121788617,11.873128156021178,29.25,1.0,0.25,0.0
2,9,1880.0,44.5,1.0,315.75,6.947994881539771,17.681718966188747,6.5173758066097305,16.829442005586472,2.5200519706382076,19.22436113647849,16.6144028849662,17.58548757937982,0.21675572120271774,13.156201527443052,38.25,2.75,0.25,0.0
3,0,2625.0,50.75,1.0,360.0,18.593029189128863,19.742304239952222,16.74848039911007,13.833562799977441,12.353908296586331,6.844502448055471,9.739621861361428,15.144206417220873,5.699565539135422,13.892731233298303,38.75,3.25,1.5,0.25
3,1,2390.0,48.75,1.0,360.0,18.632192551093276,10.153137061131389,10.920403809977241,14.082716519083004,4.315040070691426,9.810894060491107,5.224152580456341,19.128195883092648,6.267076600033563,9.46425027141565,37.25,4.5,0.5,0.25
3,2,1870.0,43.25,1.0,347.25,10.589762891337065,19.61839140772597,9.952366303472497,13.897022205507326,11.316898116006417,6.112402500749699,12.213261879655894,10.8228252287965,4.559983313338402,8.18927127092402,36.75,2.5,0.5,0.0
3,3,1750.0,41.0,1.0,334.0,10.556089083298469,16.86735580081866,11.811575424244777,15.550700150796384,8.731155733949228,17.170739208535455,11.750524163359191,15.408670604036885,5.094398422729964,13.872767963898767,33.75,3.25,0.25,0.0
3,4,1765.0,41.5,1.0,344.75,10.182650841552093,12.309376855007418,10.498004244681685,14.300943806880248,9.132716580665743,7.818680727663981,9.976241265239649,14.631276921932098,4.546794364113426,6.764342587602576,34.75,3.0,0.25,0.0
3,5,2065.0,49.5,1.0,360.0,11.710001776678283,17.827883590209357,7.023530425891483,16.37229108097661,4.299065798787369,13.362336261765668,2.326841096949491,17.58548757937982,1.3011061830675328,11.475263688303764,41.0,4.25,0.0,0.0
3,6,2245.0,46.25,1.0,357.75,18.3402593960389,19.742304239952222,16.687685110954874,13.77459960462967,12.353908296586331,6.84450244805547,10.32636084219002,15.144206417220875,5.690112382542846,0.374061493062805,29.25,6.25,1.5,0.0
3,7,2435.0,49.5,1.0,360.0,18.593029189128863,19.839145077339204,16.74848039911007,13.833562799977441,12.336384115690688,1.06305418374298,9.739621861361428,15.483469126198028,5.425910279314264,13.892731233298303,36.5,5.25,0.5,0.25
3,8,2130.0,51.25,1.0,360.0,18.60767232137949,10.153137061131389,10.822949111485471,10.970703261541555,4.116385045268021,9.337757158799723,5.224152580456341,19.782689982588632,6.267076600033563,9.46425027141565,43.25,4.0,0.0,0.0
3,9,1345.0,33.0,1.0,303.0,8.48129114008935,17.293176216216732,14.953080928924804,14.067785025717832,14.950421730357718,5.8284445686024355,8.849497707866664,15.580880874634039,5.524498556876378,14.398215607185577,30.5,1.25,0.0,0.0
4,0,2160.0,45.0,1.0,360.0,18.593029189128863,19.742304239952222,16.74848039911007,13.833562799977441,12.353908296586331,6.844502448055471,9.739621861361428,15.144206417220873,5.699565539135422,13.892731233298303,31.5,4.5,1.5,0.0
4,1,3370.0,49.75,1.0,360.0,18.593029189128863,19.839145077339204,16.74848039911007,13.833562799977441,12.336384115690688,1.06305418374298,9.739621861361428,15.483469126198028,5.425910279314264,13.892731233298303,34.25,3.5,1.5,1.0
4,2,2155.0,42.75,1.0,351.75,18.790805522019827,13.46196558465096,17.48930221241711,11.44077480896365,10.234517740601676,6.767369941037763,4.959208781549782,15.384682958993865,15.192340088880664,10.765841196327784,30.75,4.75,0.5,0.25
4,3,1620.0,36.5,1.0,316.75,10.99110244623834,14.556084874403927,11.820915361261584,11.38971379873552,12.992411664496597,9.337757158799723,8.341694426326827,15.803442423642906,5.59595315072895,9.889119971321133,28.0,3.5,0.5,0.0
4,4,1760.0,40.5,1.0,354.0,10.182650841552093,12.279621432130023,10.498004244681685,14.300943806880248,9.132716580665743,15.524010280300224,9.964521916189824,14.631276921932098,4.546794364113426,5.4179217790761625,30.25,4.75,0.25,0.0
4,5,1940.0,45.25,1.0,357.0,18.324789357799048,10.209006706982215,18.172730562838748,11.642186156877587,3.9355736868407156,18.51398420073637,0.22799821049508864,19.782689982588632,6.315641357970834,9.46425027141565,36.0,4.25,0.25,0.0
4,6,2240.0,45.75,1.0,360.0,18.593029189128863,19.855947870912253,16.997582743578064,13.499060116872647,12.924557019024741,1.1273832222403029,9.739095760727995,15.90013700339821,5.425910279314264,1.9748792998187812,31.0,4.75,1.75,0.0
4,7,2325.0,44.75,1.0,360.0,18.472823562409335,19.742304239952226,16.719568970948682,13.805522630448,12.580048489085156,6.844502448055471,12.425291070486578,15.144206417220873,1.1196352383984405,7.46387694388985,31.25,4.75,1.0,0.25
4,8,1980.0,45.75,1.0,360.0,18.612163392963197,15.057285635885584,13.886388790402426,13.980361302552565,8.426325588763621,14.351361334755874,7.533480577908161,17.185170867220958,6.270496911126186,11.828451441024356,34.5,5.25,0.25,0.0
4,9,2555.0,43.5,1.0,360.0,15.308295147567254,18.455889318894158,4.634933771359649,15.045100500929903,15.20947048150291,9.954957967440476,6.154762927375248,16.3092401818491,3.600522732598426,2.0532403076109205,27.0,5.75,1.0,0.5
5,0,2455.0,53.25,1.0,329.0,18.593029189128863,19.839145077339204,16.74848039911007,13.833562799977441,12.336384115690688,1.06305418374298,9.739621861361428,15.483469126198028,5.425910279314264,13.892731233298303,39.5,5.0,1.25,0.0
5,1,1870.0,34.75,1.0,286.25,15.308295147567254,18.455889318894158,4.634933771359649,15.045100500929903,15.20947048150291,9.954957967440476,6.154762927375248,16.3092401818491,3.600522732598426,2.0532403076109205,23.0,4.25,0.75,0.25
