Generation,BestAgentID,BestFitness,AvgFitness,WorstFitness,FitnessStd,BestScore,BestLines,BestLevel,BestTime,Num1Line,Num2Line,Num3Line,NumTetris,W1:AggHeight,W2:Holes,W3:Blockades,W4:Bumpiness,W5:AlmostFull,W6:FillsWell,W7:ClearBonus4,W8:ClearBonus3,W9:ClearBonus2,W10:ClearBonus1
0,0,63.06089745030127,15.328674097649525,-32.7481653893718,30.365573741314787,2120.0,50.0,1.0,212.0,38.0,6.0,0.0,0.0,3.898926619011436,19.002059107812578,19.652171573802804,11.031436792469302,9.566820782249021,13.78157454777012,4.147879712930044,6.1703878188398535,7.957156943846764,4.414328058337024
1,9,87.99521446825732,18.865452463495735,-36.441501809253495,34.76731945191344,2660.0,64.0,1.0,229.0,54.0,5.0,0.0,0.0,4.921574346825717,16.390864482082083,6.701615971006978,14.681196158023159,4.523315086411855,6.039766729894927,19.037080421010167,12.244870144393877,4.015573372071126,9.318621064080126
2,2,135.7,94.6301893837672,-6.473308452021286,46.92566920730246,3020.0,58.0,1.0,360.0,33.0,8.0,3.0,0.0,18.593029189128863,19.742304239952222,16.74848039911007,13.833562799977441,12.353908296586331,6.844502448055471,9.739621861361428,15.144206417220873,5.699565539135422,13.892731233298303
3,1,135.3,110.48899999999999,95.59,9.811049332257994,3160.0,51.0,1.0,360.0,39.0,4.0,0.0,1.0,18.632192551093276,10.153137061131389,10.920403809977241,14.082716519083004,4.315040070691426,9.810894060491107,5.224152580456341,19.128195883092648,6.267076600033563,9.46425027141565
4,2,128.9,110.73200000000001,92.41999999999999,10.574441640105642,3000.0,47.0,1.0,360.0,35.0,4.0,0.0,1.0,18.790805522019827,13.46196558465096,17.48930221241711,11.44077480896365,10.234517740601676,6.767369941037763,4.959208781549782,15.384682958993865,15.192340088880664,10.765841196327784
5,2,218.4,45.48060310254047,-32.99511138673593,81.25039881260615,4800.0,114.0,1.0,360.0,90.0,12.0,0.0,0.0,18.582470211612637,10.209006706982215,17.83474163909119,11.642186156877587,5.5017649243839415,17.061775377616293,10.98853095610017,18.975147678634364,13.884586424174184,11.063024455590167
6,3,133.6,113.54,102.1,8.1219702043285,3380.0,46.0,1.0,360.0,22.0,7.0,2.0,1.0,12.240348273370136,18.5650710557847,9.987663729037523,14.288084341795724,9.39789074493443,8.115329643879596,7.865621058203078,14.344627905314596,4.266786101630508,3.8674449228081738
7,9,185.9,121.46025733409358,-34.465432700091384,76.72016433995566,3900.0,95.0,1.0,360.0,85.0,5.0,0.0,0.0,18.68005744284945,6.765088235737127,17.83474163909119,11.269582261827605,4.80925275268291,17.061775377616296,7.0432146986433795,18.975147678634364,13.884586424174184,11.063024455590167
8,9,190.6,145.12075234398588,1.3900441854923713,60.10542832769512,4780.0,82.0,1.0,360.0,47.0,14.0,1.0,1.0,18.58266472728432,11.729599205939254,12.286935426866895,8.76890551211368,7.854609793357204,12.282909118970343,10.52285869665553,17.381274982655057,11.361984697614787,7.984624935019025
9,3,201.4,164.70730090866135,65.67300908661352,34.977013017590934,5300.0,85.0,1.0,360.0,55.0,7.0,4.0,1.0,18.361867131762406,15.431391556465345,12.336518224250241,3.7242242675254467,6.012449099775331,10.77548448379285,10.559124226923933,17.975725788944224,11.542385471605442,8.553811740777723
