Generation,BestAgentID,BestFitness,AvgFitness,WorstFitness,FitnessStd,W1:AggHeight,W2:Holes,W3:Blockades,W4:Bumpiness,W5:AlmostFull,W6:FillsWell,W7:ClearBonus4,W8:ClearBonus3,W9:ClearBonus2,W10:ClearBonus1
0,4,2,0.375,0,0.6959705453537527,-1.6939486294513872,-1.3174869083624818,-0.8250254192499735,10.602257947372436,-3.1242433024573146,5.986203925299035,9.579055487106984,10.513956106475069,-1.5860098004689362,7.688202391116185
1,0,0,0.0,0,0.0,-1.6939486294513872,-1.3174869083624818,-0.8250254192499735,10.602257947372436,-3.1242433024573146,5.986203925299035,9.579055487106984,10.513956106475069,-1.5860098004689362,7.688202391116185
