Generation,BestAgentID,BestFitness,AvgFitness,WorstFitness,FitnessStd,BestScore,BestLines,BestLevel,BestTime,Num1Line,Num2Line,Num3Line,NumTetris,W1:AggHeight,W2:Holes,W3:Blockades,W4:Bumpiness,W5:AlmostFull,W6:FillsWell,W7:ClearBonus4,W8:ClearBonus3,W9:ClearBonus2,W10:ClearBonus1
0,9,225.5,84.91806699007091,-6.309955814507617,78.2460724770186,5140.0,116.0,1.0,360.0,81.0,16.0,1.0,0.0,15.309791310281552,13.907757089376046,10.887414056039127,9.093292633646303,0.6765577359962298,6.814523652763642,18.30004379573087,1.5805367568682163,12.322976918970767,6.794334050424426
1,0,204.6,75.4476691220657,-37.54362351305427,90.11698201469483,4980.0,93.0,1.0,360.0,67.0,11.0,0.0,1.0,15.309791310281552,13.907757089376046,10.887414056039127,9.093292633646303,0.6765577359962298,6.814523652763642,18.30004379573087,1.5805367568682163,12.322976918970767,6.794334050424426
2,9,170.8,123.25168260189321,-15.28919786059063,68.82805762460913,3960.0,79.0,1.0,360.0,59.0,4.0,4.0,0.0,11.983246974919679,11.666804483266203,7.9154508919927276,6.032322054936772,4.464655380384994,9.52686453122962,6.92761630421838,16.503464955569285,0.7348879561832691,10.198113259136361
3,0,200.6,157.96956913836078,38.09569138360767,41.5222277393707,5480.0,77.0,1.0,360.0,52.0,7.0,1.0,2.0,11.983246974919679,11.666804483266203,7.9154508919927276,6.032322054936772,4.464655380384994,9.52686453122962,6.92761630421838,16.503464955569285,0.7348879561832691,10.198113259136361
4,4,233.29999999999998,163.21154296934213,17.181712208611884,69.95589424655692,6160.0,104.0,1.0,360.0,64.0,12.0,4.0,1.0,13.193938261263398,10.868704290327253,12.776227691815901,2.1794709673856727,2.8270712867362757,11.63770405648503,12.819130279057457,18.195753970139304,5.722472791665881,6.649632917299881
5,9,276.79999999999995,156.24847132746538,-36.9146244935963,121.87811667193408,7560.0,122.0,1.0,360.0,84.0,12.0,2.0,2.0,13.038744988297422,11.885484866538864,7.4077386320416965,6.98675613706608,3.376935838936045,8.041761015816409,12.231983826308708,13.848341055767929,2.120885059405508,5.185449321615649
6,8,256.09999999999997,175.2572604292669,-15.504765031635529,83.31730017517962,7180.0,107.0,1.0,360.0,62.0,14.0,3.0,2.0,10.71199153750305,12.132190549112048,8.205932651422682,5.574674816636375,4.855980618896517,8.297153605939274,11.734109913219307,12.44139048907555,4.6634543378490845,6.941644096426334
7,5,271.7,166.59136922042853,-16.003168414840317,86.75985547225999,8620.0,92.0,1.0,360.0,43.0,12.0,3.0,4.0,10.106357104268222,12.421368255474844,5.436540107068156,2.653402102267396,2.8207298582970792,8.334014839427379,9.530044928609106,6.046170459259214,6.06200262108243,8.266054871648693
8,6,199.70000000000002,149.41220107327982,-31.477989267202,61.66310526780512,5420.0,77.0,1.0,360.0,43.0,13.0,0.0,2.0,4.886211038005483,11.945933674740031,11.766611877301775,6.76573785139438,3.629684400596506,15.305210666192917,12.109992778648998,19.905810701287077,2.756854797751862,5.615759154770525
9,5,162.70000000000002,131.33087609141117,12.70876091411158,40.60382057712814,3920.0,67.0,1.0,360.0,43.0,10.0,0.0,1.0,12.05526128495934,11.722825940687587,16.96429310261,6.5779736138541836,4.2732624463233755,19.52397039562543,12.003505174004722,12.381844437286922,9.10943410885705,5.92558222152425
10,4,195.79999999999998,149.70999999999998,134.6,17.28551127389641,6060.0,59.0,1.0,360.0,19.0,11.0,2.0,3.0,10.764077660221185,17.48424859056352,7.938509621824007,5.874875170240315,4.418205184891462,9.433964233745536,4.58571871776899,13.826322324158461,2.1251477288436216,3.366012504316975
11,4,177.9,135.86292397357846,0.32923973578426313,47.966422935528676,5100.0,60.0,1.0,360.0,35.0,4.0,3.0,2.0,11.475700129847743,11.881875411172722,7.8506888230031855,5.841590567865694,4.08561436605217,9.35726214901584,1.7826701788848263,12.852850299961547,5.397163296792038,7.888585043732143
12,5,164.6,130.55978316421337,13.237831642133948,40.73664687688628,4480.0,56.0,1.0,360.0,32.0,8.0,0.0,2.0,11.354710798102783,17.442591963039686,7.938509621824007,7.736462597511003,4.294425476762221,1.690655420141247,5.067850148973807,12.16686656287325,2.1251477288436216,3.366012504316975
13,0,204.29999999999998,128.11405993847117,-38.99723225742212,67.72798094366371,6360.0,63.0,1.0,360.0,24.0,9.0,3.0,3.0,13.257034664844324,17.48424859056352,7.868705295630202,5.977645754665345,4.731582789002563,15.964546452724749,4.697524971212782,13.605835793725761,2.1612711038526036,2.8153690568071976
14,1,142.4,103.63118494244627,-18.445629829903908,52.462503427436246,3700.0,50.0,1.0,360.0,25.0,6.0,3.0,1.0,11.68518959386118,14.143690253225069,10.372495481483822,5.329184213994055,3.836471220908339,15.709985638707058,5.541125658232346,13.225013692422031,6.329509772892272,4.157373422335868
15,7,188.4,126.51072429579207,-8.322757042079257,52.42641277669332,5900.0,54.0,1.0,360.0,25.0,4.0,3.0,3.0,11.66163714557244,14.143690253225067,10.353368861643878,5.329184213994055,3.8533283588061606,15.709985638707058,5.596025544677436,13.435903452759568,6.298355058660707,4.157373422335868
16,1,174.9,122.29120502855369,-7.995889222731371,53.04842878189676,4600.0,69.0,1.0,360.0,30.0,13.0,3.0,1.0,13.257034664844324,17.48424859056352,7.868705295630202,5.977645754665345,4.731582789002563,15.964546452724749,4.697524971212782,13.605835793725761,2.1612711038526036,2.8153690568071976
17,0,175.29999999999998,147.3658421414391,19.058421414390793,43.54465423706231,4360.0,73.0,1.0,360.0,59.0,2.0,2.0,1.0,12.764258675378473,15.831374011551015,9.098091772662851,5.6567935234491635,4.297031353288579,16.17942585086268,5.142093994453108,13.521754985019127,4.19841284930635,17.75088711916237
18,6,247.20000000000002,168.20169427861214,-2.0615357026395955,81.19552455796716,7620.0,87.0,1.0,360.0,33.0,15.0,4.0,3.0,12.454858579560433,14.716950269588327,10.01499860349308,5.465935471655665,3.6794860497947255,15.577455757966106,5.504005876972357,9.100784276414043,6.279269501630101,4.418013837091832
19,5,296.59999999999997,171.44750283292572,-38.35695056703761,120.15540029224047,9180.0,113.0,1.0,360.0,52.0,14.0,7.0,3.0,12.078200011095277,14.716950269588327,10.04168559882467,6.019713699803026,3.6794860497947255,16.43500719923969,18.989794752448137,9.100784276414043,6.488439792240094,4.96734799950101
20,6,252.1,193.99162460218858,85.91624602188597,43.33714016006201,7680.0,91.0,1.0,360.0,47.0,10.0,4.0,3.0,10.906293407468379,14.486469569454592,9.92456646463567,5.654423611249313,3.8546857762901463,16.12382112833549,9.763873170533145,15.118697092600087,6.3482561009210245,7.032974659865382
21,8,255.9,193.62702239715662,1.5702239715660795,66.78176216560253,7800.0,93.0,1.0,360.0,45.0,12.0,4.0,3.0,11.689417577646775,15.983723196148127,9.310525067552907,5.565333114646243,3.928870771861843,16.02320979727857,6.170583482884043,7.345417129747075,6.264783826224384,5.823618175390081
22,3,237.1,192.10160035314902,-2.6839964685099744,66.56227554300798,6780.0,94.0,1.0,360.0,52.0,11.0,4.0,2.0,5.618018338501056,14.716950269588327,9.688465390240886,5.709278304690219,3.8546857762901463,16.41443939762422,9.390347574992731,11.58421563631261,6.843012500017877,4.929547523639887
23,6,292.09999999999997,188.2538678077177,-25.865432700091386,94.2032892786943,9180.0,104.0,1.0,360.0,47.0,16.0,3.0,4.0,12.37489792610834,14.683197751087258,11.841795036604509,5.693767555649229,3.783341363307643,16.473193254855477,5.62911094532252,8.937794662260542,6.927479896371951,5.838086626258112
24,2,221.79999999999998,205.24,189.4,9.331152126077463,6160.0,88.0,1.0,360.0,54.0,10.0,2.0,2.0,12.419004424439287,14.803710056437433,16.338516054030812,5.7380124824509515,3.826717418282099,16.153856334063104,8.45162176964283,11.287004836292816,1.1870511524916796,7.08018155013367
25,0,262.79999999999995,197.42266915479792,61.926691547978706,51.695591846917374,8060.0,96.0,1.0,360.0,49.0,10.0,5.0,3.0,17.662738652449768,14.661014431035905,12.180340423965307,5.632567110054583,3.7833413633076427,16.442368714015515,8.38364356159618,9.792796744459634,6.705342783925033,6.670311252853408
26,7,263.09999999999997,206.17,180.1,22.86442870486817,8380.0,87.0,1.0,360.0,42.0,10.0,3.0,4.0,15.121231897950919,14.702666897019547,13.991377070666001,5.683673843257134,3.5837705205356336,16.3025339835502,8.41659089786399,10.726852022336116,4.030764926857805,6.9223345835312236
27,3,224.5,172.44896626743244,-6.6103373256754026,62.85927687501554,6640.0,79.0,1.0,360.0,46.0,9.0,1.0,3.0,17.15597466021604,14.682564524618837,12.180340423965307,5.669336584765948,3.7833413633076427,16.39376876160785,8.405111166123193,10.630769490677524,5.1917391025425905,8.438381015206643
28,7,213.20000000000002,165.7,132.1,21.718885790942416,6220.0,74.0,1.0,360.0,48.0,7.0,0.0,3.0,15.676404264808912,14.876158043549676,13.162230723901935,5.563813881668539,3.9479982638029494,16.319793277470716,8.066901540015973,10.324575114448704,8.85261217724656,8.86788970207791
29,2,173.6,159.32,136.6,12.406111397210653,4580.0,68.0,1.0,360.0,42.0,5.0,4.0,1.0,17.655854482334927,11.655509597526024,9.400039485534695,5.708533262767212,4.053650139075325,16.955236991382698,7.854074820237027,9.800264590770928,7.25589573737288,6.3675845336453225
30,6,185.9,118.26860109663157,-32.25510669302382,86.2505280459593,4600.0,80.0,1.0,360.0,55.0,9.0,1.0,1.0,17.662738652449764,12.808527717000342,11.337596111013726,5.611527705419267,4.10280034547582,6.442450436286908,7.814126258434495,9.925030837825258,16.992691150978178,7.718633838135307
31,6,181.1,152.89,130.2,17.05095012015459,4980.0,65.0,1.0,360.0,42.0,6.0,1.0,2.0,17.125484486674004,14.243118361255569,13.722769546731358,9.428438933456064,4.442206250448971,11.303375044458209,12.697789255525358,5.281467266535933,13.47762032263072,6.844202149037781
32,7,167.5,150.53,136.5,9.975575171387362,4240.0,67.0,1.0,360.0,41.0,8.0,2.0,1.0,16.799712874560907,13.893171767865013,15.237353067384632,5.80172715574303,3.9516548578101163,7.333030884261478,7.645748068460592,10.204196997183024,11.929368398400959,7.382299560367556
33,5,177.9,144.76913258638515,-36.30867413614829,60.91615739636022,4400.0,75.0,1.0,360.0,50.0,9.0,1.0,1.0,16.872001664377226,14.066447723484902,15.205856328609732,6.1521961752220875,4.207859802248233,8.595413627379198,7.552683309706048,9.83530969068374,10.939357074914332,9.869992672954398
34,1,176.70000000000002,150.87992169421665,56.309216942166856,36.12348309356453,4320.0,75.0,1.0,360.0,58.0,5.0,1.0,1.0,16.799712874560907,13.893171767865013,15.237353067384632,5.80172715574303,3.9516548578101163,7.333030884261478,7.645748068460592,10.204196997183024,11.929368398400959,7.382299560367556
35,8,223.5,160.85,144.7,22.84680502827474,7140.0,66.0,1.0,360.0,31.0,8.0,1.0,4.0,17.08315009096086,13.765582780019548,15.350241121716603,5.718899683246805,3.9170845691104974,7.032924788344079,7.8956161449881135,10.204196997183024,12.777501124938313,7.21239611463023
36,2,176.9,156.44,138.6,14.57334553216934,4800.0,68.0,1.0,360.0,35.0,7.0,5.0,1.0,16.65196586912474,14.041521665164543,11.765403837705032,5.897592729888881,4.129581997424347,8.564132726497125,6.213012358434759,10.204196997183024,12.149719224767285,4.872101445972233
37,5,160.0,140.65,130.5,9.44290739126462,3940.0,64.0,1.0,360.0,41.0,8.0,1.0,1.0,17.03156755620761,13.810737397306355,13.98965511438153,5.9069218754976545,4.162348659761947,8.07013135324008,6.39142425379032,10.163877692581664,12.777501124938313,8.290946919055333
38,6,149.2,132.24952144682572,31.395214468257308,33.73972475045356,3320.0,67.0,1.0,360.0,48.0,5.0,3.0,0.0,16.98949806708827,13.815329996800491,13.552920696733592,5.88323279373086,1.0310208570715516,8.69426978412051,7.086404044996784,10.166566962723568,12.390588739123986,7.561016509227726
39,6,157.0,128.62119705187425,11.61197051874236,39.40925595435357,3740.0,64.0,1.0,360.0,46.0,7.0,0.0,1.0,17.05647185087134,13.79196947134985,14.657203950760143,5.819502744175768,3.9595572486002166,7.351720153134545,7.301256350967213,10.300100542645751,12.69123392473071,6.858737480908101
40,0,179.9,151.34,125.0,18.14079380843077,5100.0,62.0,1.0,360.0,30.0,9.0,2.0,2.0,16.89844485336244,13.830153413797206,13.98965511438153,5.8763087742685105,4.033115227188006,7.649317508714708,6.84949636708877,10.337745365783277,12.777501124938313,7.273712818680944
41,4,195.4,150.39,130.8,20.294257808552643,5900.0,61.0,1.0,360.0,30.0,8.0,1.0,3.0,14.699217633859675,13.854594039572186,7.152782821729756,5.851943293211548,3.9925431992943445,8.385996409218924,6.664585558684303,10.111458979419803,12.481060094523588,7.770081741572856
42,7,157.1,141.54000000000002,133.3,7.910018963314814,3880.0,62.0,1.0,360.0,37.0,9.0,1.0,1.0,15.810295381805256,13.836629650419027,10.20715931929523,6.071416919237775,3.9104125438621655,8.027962589608888,6.75445418798116,10.163304903193927,12.616933010773229,6.167985460721276
43,8,159.0,144.83,133.0,8.741058288330997,3940.0,63.0,1.0,360.0,36.0,10.0,1.0,1.0,15.892219094895424,13.831082892723854,10.497900022802343,5.875486334003593,3.992705515508502,8.024599647112293,6.755298306653812,10.031291153344952,12.618209238825347,6.372165026119134
44,1,133.3,119.83,113.80000000000001,5.8637956990331785,3160.0,49.0,1.0,360.0,29.0,8.0,0.0,1.0,15.892219094895424,13.831082892723854,10.497900022802343,5.875486334003593,3.992705515508502,8.024599647112293,6.755298306653812,10.031291153344952,12.618209238825347,6.372165026119134
45,8,134.8,118.25999999999999,107.9,9.729871530498231,3260.0,49.0,1.0,360.0,19.0,13.0,0.0,1.0,19.429210011739087,11.753808462123917,10.2174192919331,5.9425424799292825,4.0592635418334995,8.044875376952312,6.971563014132762,10.249314725793433,12.691004781549351,3.0421628226318145
46,2,149.7,123.55,107.5,11.944391989548901,4220.0,45.0,1.0,360.0,18.0,8.0,1.0,2.0,16.39042066016542,13.511646835067026,8.722092130486836,5.8475862737889805,4.026708704941809,8.225165581067357,6.791073682548736,10.130990411660457,12.67902946252626,5.265224762585927
47,2,139.0,126.37,112.1,10.195886425416873,3740.0,46.0,1.0,360.0,16.0,7.0,4.0,1.0,18.464323065348072,12.229941289597253,9.523300385514448,5.855604579403944,4.135754399947853,8.122188798820435,7.098997519401016,10.159120229994219,12.63141270096763,4.211165024319162
48,8,141.3,113.53,101.69999999999999,13.428629863094747,3860.0,42.0,1.0,360.0,24.0,5.0,0.0,2.0,19.0125917278508,11.994763750893794,9.866148361037027,5.86481701146034,4.168231187825109,8.084001177185156,7.57732538865446,10.203670234326458,12.660847173931401,1.8497086228740005
49,5,205.1,164.00759242461754,117.27592424617558,21.59180094063487,6280.0,65.0,1.0,360.0,27.0,10.0,2.0,3.0,19.0125917278508,11.994763750893794,9.959956374035643,5.863591847952892,4.156922468561589,8.027599654258301,7.116828659962224,10.199257887714134,12.660847173931401,1.8497086228740005
