AgentName,GameNumber,Score,NumTetrises,Num3Line,Num2Line,Num1Line,TimeSurvived,TotalLinesCleared,CurrentLevel
a1,1,58680,16,26,148,422,600,860,1
a1,2,6480,2,3,15,42,70,89,1
a1,3,13700,3,8,41,90,146,208,1
a1,4,60980,17,30,155,402,600,870,1
a1,5,31680,8,15,79,242,341,477,1
a1,6,73420,26,29,184,378,600,937,1
a1,7,16820,2,11,60,128,194,289,1
a1,8,25480,8,12,76,117,228,337,1
a1,9,71520,23,36,172,398,600,942,1
a1,10,50360,13,31,121,334,473,721,1
a1,11,71680,24,35,153,427,600,934,1
a1,12,55380,10,34,167,412,600,888,1
a1,13,10600,4,5,23,50,101,127,1
a1,14,31140,7,21,84,201,325,460,1
a1,15,31840,8,14,96,211,337,477,1
a1,16,49500,6,31,166,410,600,859,1
a1,17,51340,16,28,119,296,488,682,1
a1,18,44020,13,28,109,228,401,582,1
a1,19,8660,2,5,22,64,95,131,1
a1,20,6260,3,3,8,24,47,61,1
