Generation,BestAgentID,BestFitness,AvgFitness,WorstFitness,FitnessStd,BestScore,BestLines,BestLevel,BestTime,Num1Line,Num2Line,Num3Line,NumTetris,W1:AggHeight,W2:Holes,W3:Blockades,W4:Bumpiness,W5:AlmostFull,W6:FillsWell,W7:ClearBonus4,W8:ClearBonus3,W9:ClearBonus2,W10:ClearBonus1
0,5,252.12499999999997,84.50985891622389,-18.54553624171764,108.48173545704327,6090.0,127.25,1.0,360.0,93.5,12.25,2.75,0.25,8.634397784896153,8.193847475092808,9.638494549427893,4.768252147824034,0.613519940261822,8.839067626546782,11.734649051909848,18.495690423139614,1.7212237252132077,3.3244916866697722
1,0,165.275,107.01006548970297,-27.21179904788783,66.0511130258901,3825.0,73.25,1.0,360.0,52.5,7.5,1.25,0.5,8.634397784896153,8.193847475092808,9.638494549427893,4.768252147824034,0.613519940261822,8.839067626546782,11.734649051909848,18.495690423139614,1.7212237252132077,3.3244916866697722
2,6,132.8,112.60360612366362,54.187335776427574,22.835327236895335,2985.0,54.5,1.0,360.0,36.5,4.75,2.5,0.25,16.708683509936943,9.17262413445203,12.60153883278802,4.850312239829259,0.6603099866778269,1.5631637219261114,11.915717829327962,17.137023169912514,1.2226850852930862,3.9259123299238157
3,0,184.975,132.39327762811766,-34.975093649240854,59.21291342107747,4905.0,72.25,1.0,360.0,43.25,9.25,1.5,1.5,16.708683509936943,9.17262413445203,12.60153883278802,4.850312239829259,0.6603099866778269,1.5631637219261114,11.915717829327962,17.137023169912514,1.2226850852930862,3.9259123299238157
4,0,179.14999999999998,146.56141224338546,-37.73587756614532,61.95725814457198,4400.0,76.25,1.0,360.0,52.5,8.75,0.75,1.0,16.708683509936943,9.17262413445203,12.60153883278802,4.850312239829259,0.6603099866778269,1.5631637219261114,11.915717829327962,17.137023169912514,1.2226850852930862,3.9259123299238157
5,0,199.45000000000002,153.23785371703005,-33.11751372162204,73.28107762625228,5020.0,87.25,1.0,360.0,60.5,8.75,1.75,1.0,16.708683509936943,9.17262413445203,12.60153883278802,4.850312239829259,0.6603099866778269,1.5631637219261114,11.915717829327962,17.137023169912514,1.2226850852930862,3.9259123299238157
6,7,213.15,153.89976473816108,-39.59301176812425,92.67216897935118,5100.0,102.0,1.0,360.0,68.75,13.75,1.25,0.5,17.213990415967846,11.841962891423812,6.815449485485943,6.089619466914554,0.6603099866778269,1.9822671513677141,11.107653722147399,16.920236250309454,4.0381782477833505,3.284547764217608
7,2,187.5,160.05123676830084,8.412367683008473,50.841634286681966,4615.0,82.5,1.0,360.0,48.5,13.25,1.5,0.75,14.631050699421987,8.155398513040517,6.7233160754853385,4.998773574611651,4.715806072814619,3.0225664550773086,7.536767175652875,11.624411418766792,9.316676381928186,5.672643121483368
8,1,247.04999999999998,160.46246725511384,-25.900809387177606,93.36405597498559,6985.0,102.0,1.0,360.0,61.5,9.25,5.0,1.75,7.989605974026965,13.565502257486456,15.289070128880969,0.6316295819338924,0.8882814609937868,5.897548733290943,8.271761977590282,16.00268715942965,7.690340546967572,9.795189200039422
9,1,175.0,141.0506535938963,16.445620290042996,46.796591975138234,4215.0,76.0,1.0,360.0,48.5,10.75,1.0,0.75,16.907131850086678,11.342207394463625,6.815449485485942,6.084961663788288,0.6777893964668503,1.7609661963209269,11.107653722147399,16.934909724579413,3.771119502314366,3.324555842249247
